使用者對行動支付持續使用意圖,https://docs.google.com/forms/d/e/1FAIpQLSfKeNxWwzaEBEykLBivIBjkEZEbnJPaB65C-psY2CaVicrReA/viewform
網路購物與實體店面問卷,https://docs.google.com/forms/d/1xPSu0lT2Mr1XGSpVRlvk6DNQbeEySLOn3Kuxq0S-pv4/viewform?fbclid=IwAR3fUuFlZWmCWq1s7jVGLj6VSvSV3pp00_DtGRTc1_xXFFEW9xL7EqSKHQM&edit_requested=true#responses
環保杯使用習慣調查,https://docs.google.com/forms/d/e/1FAIpQLSdQICeYZ30apILh2VknzPqemIkzjb2kp_bv1LlVDUIRCMUUDg/viewform
探討親子互動關係家庭旅遊及解決方案,https://docs.google.com/forms/d/e/1FAIpQLSeOkfOimyjzjQ_wHUb6GDVxv9NlzhBZPKxRHlFeJBe1iIGGgQ/viewform?fbclid=IwAR2qvgvotRONvox_9MNls_H5Fy2n8Q8P33HnphUUzd2DsLp4A-BgZtMROok
網路購物與實體店面問卷,https://docs.google.com/forms/d/1xPSu0lT2Mr1XGSpVRlvk6DNQbeEySLOn3Kuxq0S-pv4/viewform?fbclid=IwAR0IJbjM7zMEOew98L-P2Ru9RNRr2zMA3d09sOEbjs9pI5iF2t8y2S5D0dg&edit_requested=true#responses
汽車消費愛好,https://docs.google.com/forms/d/e/1FAIpQLSf7mx78hpk8BfDi_nrBeZ9uwynDC1RdIUzcymIoNXeyEiEVsA/viewform
基本資料調查,https://docs.google.com/forms/d/e/1FAIpQLSfxZy5eNrgSJouLEti48QgpJnnh4eDs7m13H6gV1y_9g1fBEQ/viewform
飢餓行銷、品牌權益與購買意願關係之研究 - 以連鎖咖啡店為例,https://docs.google.com/forms/d/e/1FAIpQLScwnJzVG25ZkHd03NPGyHyqx_FBxyYXJLNR4KSti817lmvUQQ/viewform
捐血動機及傳播媒體相關性,https://docs.google.com/forms/d/e/1FAIpQLSfqSBIUbn-1OX3ErlNvyBkNnckj0nmo-waBPSoTcKJqBvMAoQ/viewform
台灣友善食品的消費者態度和購買意願：與食品有關的人格特質的調節作用,https://docs.google.com/forms/d/e/1FAIpQLSep4L-pfPppimxr2pS6QxSftitIa3FPCfKrXqKJyQ3ZDZmPtQ/viewform
大學標誌之影響,https://docs.google.com/forms/d/e/1FAIpQLSdNGm4RNHZFHe0yLnN0-wukYppU6cGNt0NReYKuIn1dGbPBOA/viewform
參與共享租衣使用意願之卷調查,https://docs.google.com/forms/d/e/1FAIpQLSc6I4DS7r3LOlocRxoyl3fqBvATW8CZR0cbW_JyaPM3gg5_mg/viewform?fbclid=IwAR2VVApE_qPSqVBAzdjB11m3cjCDEiSVaeLCL67wu0jZLTay8DsXsIHjvyU
「消費者對於家庭廢棄物循環經濟接受度之研究」問卷調查,https://docs.google.com/forms/d/e/1FAIpQLSciFgtxA4nwvpJjGghjmceaLxmK_ITJLAkNKg3eUybv6yOPrA/viewform
從眾效應問卷調查,https://docs.google.com/forms/d/e/1FAIpQLSePzAo_CFo9MpH1g4CWOL9Q6HSYnwCh0w22P8RnZMcchDEbNg/viewform
聯合品牌評估問卷,https://docs.google.com/forms/d/e/1FAIpQLSda4QPqwnsxo2DVZN3rxR-zgwvhjcuYxK_vwRXQtkCAA7cSkw/viewform
愛情觀與性別角色態度之相關探討,https://docs.google.com/forms/d/e/1FAIpQLSc0AUEm0FDgpqujSm6Nqx7JDWYrdmnADUDFox34kywlNBPhNw/viewform
年輕世代買保險,https://docs.google.com/forms/d/e/1FAIpQLSd9CBFgugkHlMlzMAyHP51Ym1fwzfhv0yj8c7XpSJTQIt0gjw/viewform
(抽獎)觀光意象與知覺價值-以社群媒體參與為調節變數,https://docs.google.com/forms/d/e/1FAIpQLSeZa1CrfE24LwSJpaMSvqiyYVTydjVgPuALgR9B8y1_dKu_dA/viewform?fbclid=IwAR1MbmVAw471HFTU9ae2tZzI6fX3eg0sEcHeJAEXT7ToAfZFpshD3M1V2dY
中華郵政服務使用情況之問卷調查,https://docs.google.com/forms/d/e/1FAIpQLScCV_F9uwz46uMr-vU21VJ6u4rrYNOJhWe5yWhUdHiUwIWMYA/viewform
雲林旅遊之問卷調查,https://docs.google.com/forms/d/e/1FAIpQLScQI9c9BzCVthhcjTS2dguU-LSkvJS0FczMxjizlTjqToAvnw/viewform
玩具性別顏色,https://docs.google.com/forms/d/e/1FAIpQLSd5I6_oxVWj32dH9wvONjw-tYYxWcMrqQwOgE4d6_eM5GH1yg/viewform
手機對人際溝通與情感干擾之探討,https://docs.google.com/forms/d/e/1FAIpQLSc8neeizlv_txnpND2giFBadtX6w0bfHZR1zK8oZn8Hdu3etA/viewform?fbclid=IwAR2BQn4Azis4rY1wKMSocdt5pAI5rWbNb-BzqUCS1ZCt8Fp4D7CYuHUi8RA
電腦維修服務調查,https://docs.google.com/forms/d/e/1FAIpQLSeeWkDfRqQrYhZ6EaOTiT_E68K9hPxGTeh_OUW9Z03cIXMUPA/viewform
輔英科技大學日二技助產系學生－如何抉擇生產方式之問卷,https://docs.google.com/forms/d/e/1FAIpQLScvMzr2UTF6YeGDr0CRcZFYHiS9fh5TD0Ew5PxYYdtR92Yllw/viewform
參與共享租衣使用意願之卷調查,https://docs.google.com/forms/d/e/1FAIpQLSc6I4DS7r3LOlocRxoyl3fqBvATW8CZR0cbW_JyaPM3gg5_mg/viewform?fbclid=IwAR0zMVQI0dO6G6-fE8Qe-V67uWFeA15aZLm_IstE9X0FmCAEJNCcqfF3Hi0
網路購物與實體店面問卷,https://docs.google.com/forms/d/1xPSu0lT2Mr1XGSpVRlvk6DNQbeEySLOn3Kuxq0S-pv4/viewform?fbclid=IwAR1dh-OlsWfBKCpGo7lZxDimpxsb6Sp0z4P3DUKOEQJHVW1Zr_MqjjAfLMo&edit_requested=true#responses
自由時報、三立新聞、ETtoday新聞網站之各項服務品質的滿意程度調查,https://docs.google.com/forms/d/e/1FAIpQLSePlny2nHyuED--OACg5Y4AfOojN9ft2im6psOVqSUEfQbBlQ/viewform
對於交友軟體的看法,https://docs.google.com/forms/d/e/1FAIpQLSccblr0TakZ9nQJBa8bvO4_HQfpmBg7aH1K_2H58ne0ba8OxA/viewform?fbclid=IwAR3h4grSeDqdi7d32PIwE_HbZJ-PZ98faRWsbqixKZdX4MTmtZml3MDkzqs
全通路零售之跨通路購物行為研究——以ZARA為例,https://docs.google.com/forms/d/e/1FAIpQLScVeG6p7f57-cX-rbhuhAKN1bGcken_JF8EwngkzYIhZzbQFg/viewform
食物分享計畫調查,https://docs.google.com/forms/d/e/1FAIpQLSdIVxRnuSjPtxdR8SiBJLBahPtYmva4u3S0wKHC601jVbkR-A/viewform?fbclid=IwAR2Cnrd5dMpph0Hd9rikEfB79nn35lbS7fVRBzbzzGdwZ8668h7CfFPe5WQ
探討親子互動關係家庭旅遊及解決方案,https://docs.google.com/forms/d/e/1FAIpQLSeOkfOimyjzjQ_wHUb6GDVxv9NlzhBZPKxRHlFeJBe1iIGGgQ/viewform?fbclid=IwAR03hEMXXWhUjC8GOKkyIe5yFrClMgZ6wkIcbg3RAljOvJykDCKqRqO9Zcs
職涯承諾、自我效能、文化智商影響外派意願之探討,https://docs.google.com/forms/d/e/1FAIpQLSf_9qOmNBswj7Z1YXpMWlIWMHQQz0xabxRz7foD6vfa_l8ndA/viewform?entry.1538017237=%E9%9D%9E%E5%B8%B8%E4%B8%8D%E5%90%8C%E6%84%8F&fbclid=IwAR3eVOinfYvjqr8c01LCVclN-wQzTH8bDx95fUtwUwazY357LCq2GxVnJMU
臺灣特有種動物調查研究-寶島動物探索APP問卷,https://docs.google.com/forms/d/e/1FAIpQLSfwexYvzxiRup-J1Vry4iRZCU2mVsqHvORzkwEVD_KMU318cQ/viewform
球隊認同感對球迷滿意度與忠誠度之調查- 以中華職棒球迷為例,https://docs.google.com/forms/d/1qsTqi3mO4u69F4ZgYG3-k1QP3wLFMU17BeVhPu9N0No/viewform?fbclid=IwAR2-sQxO2kVB_2en1vklkRcRvAGycwfSxW5Tgh2Xq8mou2LlJIY3z_7Newg&edit_requested=true
襪子喜好度調查,https://docs.google.com/forms/d/e/1FAIpQLSdQ-8dF5iF2X4Hy7dLwsoKOU9NDsEnESlvngDhW0-0z_X-lhg/viewform
直播主特質與媒體製播特質對臉書直播拍賣影片態度及購買意願之影響,https://docs.google.com/forms/d/e/1FAIpQLScF5tCYBRWtr2u8wqhJ_YAfDJ6up9tH2nRqxUWBnkI6W2q3HQ/viewform
瓶裝咖啡飲料之食品標示與包裝設計對客戶購買意願的影響問卷調查,https://docs.google.com/forms/d/e/1FAIpQLSdCr_7p4zeEhwgbJiEnc5uAXmHOwmksVcZ1Hwr1M2YXIK5P4g/viewform
纏花似景－傳統纏花工藝再設計,https://docs.google.com/forms/d/e/1FAIpQLSe0Xv6tBbXN5u9UC3yAHdhFHpxML9UtdhZNcGB3EBVADIEqKA/viewform
鐵鍋喜好調查,https://docs.google.com/forms/d/1clpC32qcTYczZEXOdAtXYQdGdoAx-wo6P8v70pBi4-A/viewform?fbclid=IwAR1UG0Wy5e5kUpQ9Eb9uOkxTCjlSYyO8ah9J54scia1MvnC-vMn8KeWTRP0&edit_requested=true
創意廣告購買意願調查,https://docs.google.com/forms/d/1uA9QMlZCXqn3sMe4iXdY2u_8qkkOLr_5cwbt8-Tzufc/viewform?fbclid=IwAR1GRftJgP6gyQePf3heyqDnsJunM_S8LN6knKjkEg0WTod43JwEoIMTzvk&edit_requested=true
對於婚姻平權，你的看法是？,https://docs.google.com/forms/d/e/1FAIpQLSc-WhQ9cNZGpPn36MVOnjlpnSpbKxs5cxsxmGFojh3500v2PA/viewform
睡眠狀況調查！,https://docs.google.com/forms/d/e/1FAIpQLSc-aGWd69GSe09KLjd2moqKVLtyg4BL1WTu5FE5GpRq4TqSfw/viewform
狗狗聞嗅墊調查,https://docs.google.com/forms/d/e/1FAIpQLScPJRHZ2HeqdDWkHAXQYM_utM_fFPXLvuWBdfkx6qUu2-aPsA/viewform
關於市民對立法延長退休年齡的問卷調查,https://docs.google.com/forms/d/e/1FAIpQLScME9Tjruza55HtiOk8BMClS1YVElEPVyFQGrbpjRbwWo3R3A/viewform
社群軟體廣告點閱習慣之調查,https://docs.google.com/forms/d/e/1FAIpQLSdPXLDDAICQesc26n7JYmRj6xy9m5FzSFtu3ByupUMCbwbIvg/viewform
是否同意安樂死合法化,https://docs.google.com/forms/d/e/1FAIpQLSecbvdvmCJGdsaLU7c3UlDvzI-cTU5f7MtFy9Di9YoyTrRnPQ/viewform?fbclid=IwAR2J2dkV277uqhUSW7OvWbHTXh9A3UFArSTU-SPW5pOVT2L0ObTTeLsbDow
品牌APP使用經驗,https://docs.google.com/forms/d/e/1FAIpQLSclsBTIoB7yz6j4Mz-oZo-dXhtvwzf3trgwrjWXw2G25f8QVg/viewform?fbclid=IwAR2CN1OffNjJmOQzdWFcBec0Zy_z8FEPaGrmB5Ui_Jyv8vKo7ivY-7ILXtE
交友App使用情形調查,https://docs.google.com/forms/d/e/1FAIpQLSfVZs6w2_13kPU71FjQFpTv5RwnLksOd3eAvRiE9r3HpMWXXw/viewform
網路外送平台之消費者行為及滿意度調查問卷,https://docs.google.com/forms/d/e/1FAIpQLSdbiDokI1xMsrPQxFD8NrQ7PBEpV_lCfjrDF9tqyEWNYBNHLg/viewform?fbclid=IwAR3Pr1LTOhsyeERhVSr9sXsfbSZ4SCxSQmIgasYoxiEJY51RUJ7inHID_e4
